Date,Open,High,Low,Close,Volume,Price_Change,Percentage_Change,Average_Price,Range
28/12/2022,4.44,4.44,4.4,4.4,8501294,-0.04,-0.900900901,4.42,0.04
27/12/2022,4.47,4.53,4.4,4.4,8870316,-0.07,-1.565995526,4.465,0.13
26/12/2022,4.48,4.48,4.44,4.45,7212872,-0.03,-0.669642857,4.46,0.04
23/12/2022,4.51,4.51,4.47,4.48,7434756,-0.03,-0.66518847,4.49,0.04
22/12/2022,4.58,4.58,4.49,4.5,8361218,-0.08,-1.746724891,4.535,0.09
21/12/2022,4.58,4.58,4.51,4.55,9720707,-0.03,-0.655021834,4.545,0.07
20/12/2022,4.59,4.63,4.53,4.6,8360370,0.01,0.217864924,4.58,0.1
19/12/2022,4.66,4.66,4.57,4.65,9216103,-0.01,-0.214592275,4.615,0.09
16/12/2022,4.6,4.72,4.56,4.72,14915240,0.12,2.608695652,4.64,0.16
15/12/2022,4.56,4.6,4.55,4.6,10323730,0.04,0.877192982,4.575,0.05
14/12/2022,4.55,4.56,4.49,4.55,8080084,0,0,4.525,0.07
13/12/2022,4.49,4.55,4.46,4.55,9575291,0.06,1.336302895,4.505,0.09
12/12/2022,4.53,4.53,4.43,4.53,9060874,0,0,4.48,0.1
09/12/2022,4.4,4.57,4.4,4.53,10344760,0.13,2.954545455,4.485,0.17
08/12/2022,4.49,4.5,4.39,4.48,8324386,-0.01,-0.222717149,4.445,0.11
07/12/2022,4.55,4.59,4.49,4.49,8833013,-0.06,-1.318681319,4.54,0.1
06/12/2022,4.49,4.59,4.48,4.55,10093730,0.06,1.336302895,4.535,0.11
05/12/2022,4.55,4.58,4.42,4.5,12577410,-0.05,-1.098901099,4.5,0.16
30/11/2022,4.36,4.56,4.31,4.56,21535449,0.2,4.587155963,4.435,0.25
29/11/2022,4.33,4.36,4.3,4.36,8367331,0.03,0.692840647,4.33,0.06
28/11/2022,4.35,4.35,4.31,4.31,8627069,-0.04,-0.91954023,4.33,0.04
25/11/2022,4.4,4.4,4.33,4.33,8752984,-0.07,-1.590909091,4.365,0.07
24/11/2022,4.37,4.42,4.34,4.42,8777269,0.05,1.14416476,4.38,0.08
23/11/2022,4.37,4.42,4.31,4.36,12305490,-0.01,-0.228832952,4.365,0.11
22/11/2022,4.42,4.42,4.35,4.35,9078071,-0.07,-1.583710407,4.385,0.07
21/11/2022,4.4,4.41,4.35,4.41,9002179,0.01,0.227272727,4.38,0.06
18/11/2022,4.36,4.44,4.35,4.44,9127603,0.08,1.834862385,4.395,0.09
17/11/2022,4.41,4.41,4.33,4.36,9565488,-0.05,-1.133786848,4.37,0.08
16/11/2022,4.45,4.48,4.4,4.41,9018530,-0.04,-0.898876404,4.44,0.08
15/11/2022,4.53,4.55,4.45,4.45,9367049,-0.08,-1.766004415,4.5,0.1
14/11/2022,4.51,4.55,4.48,4.55,8350754,0.04,0.88691796,4.515,0.07
11/11/2022,4.5,4.55,4.45,4.5,9044039,0,0,4.5,0.1
10/11/2022,4.52,4.54,4.42,4.47,8613644,-0.05,-1.10619469,4.48,0.12
09/11/2022,4.55,4.59,4.5,4.5,11173750,-0.05,-1.098901099,4.545,0.09
08/11/2022,4.51,4.55,4.47,4.55,10721150,0.04,0.88691796,4.51,0.08
07/11/2022,4.53,4.54,4.42,4.54,10757190,0.01,0.220750552,4.48,0.12
04/11/2022,4.35,4.54,4.31,4.54,11743020,0.19,4.367816092,4.425,0.23
03/11/2022,4.4,4.4,4.3,4.35,10320710,-0.05,-1.136363636,4.35,0.1
02/11/2022,4.47,4.47,4.29,4.38,12331180,-0.09,-2.013422819,4.38,0.18
01/11/2022,4.45,4.53,4.4,4.44,11591470,-0.01,-0.224719101,4.465,0.13
31/10/2022,4.42,4.52,4.42,4.51,9602348,0.09,2.036199095,4.47,0.1
28/10/2022,4.48,4.48,4.41,4.45,7866135,-0.03,-0.669642857,4.445,0.07
27/10/2022,4.45,4.49,4.45,4.48,10442340,0.03,0.674157303,4.47,0.04
26/10/2022,4.45,4.46,4.41,4.46,8971679,0.01,0.224719101,4.435,0.05
25/10/2022,4.36,4.45,4.35,4.45,15168480,0.09,2.064220183,4.4,0.1
24/10/2022,4.35,4.38,4.31,4.38,7811607,0.03,0.689655172,4.345,0.07
21/10/2022,4.37,4.4,4.33,4.4,13621570,0.03,0.686498856,4.365,0.07
20/10/2022,4.22,4.38,4.21,4.38,13979790,0.16,3.791469194,4.295,0.17
19/10/2022,4.24,4.25,4.19,4.23,10432740,-0.01,-0.235849057,4.22,0.06
18/10/2022,4.2,4.25,4.2,4.25,9646248,0.05,1.19047619,4.225,0.05
17/10/2022,4.25,4.26,4.18,4.19,9325264,-0.06,-1.411764706,4.22,0.08
14/10/2022,4.29,4.29,4.24,4.24,8969866,-0.05,-1.165501166,4.265,0.05
13/10/2022,4.29,4.32,4.21,4.21,9719958,-0.08,-1.864801865,4.265,0.11
12/10/2022,4.38,4.38,4.29,4.31,9157501,-0.07,-1.598173516,4.335,0.09
11/10/2022,4.45,4.45,4.33,4.38,9092909,-0.07,-1.573033708,4.39,0.12
10/10/2022,4.46,4.46,4.35,4.45,9078013,-0.01,-0.224215247,4.405,0.11
07/10/2022,4.39,4.46,4.37,4.46,8872100,0.07,1.59453303,4.415,0.09
06/10/2022,4.35,4.43,4.35,4.36,13376790,0.01,0.229885057,4.39,0.08
05/10/2022,4.52,4.52,4.4,4.49,12916480,-0.03,-0.663716814,4.46,0.12
04/10/2022,4.45,4.51,4.43,4.51,12969670,0.06,1.348314607,4.47,0.08
03/10/2022,4.44,4.47,4.36,4.42,10619690,-0.02,-0.45045045,4.415,0.11
30/09/2022,4.45,4.49,4.39,4.44,9836481,-0.01,-0.224719101,4.44,0.1
29/09/2022,4.44,4.45,4.33,4.45,10851450,0.01,0.225225225,4.39,0.12
28/09/2022,4.25,4.45,4.25,4.4,18797320,0.15,3.529411765,4.35,0.2
27/09/2022,4.28,4.3,4.21,4.21,10236570,-0.07,-1.635514019,4.255,0.09
26/09/2022,4.25,4.31,4.21,4.23,11179490,-0.02,-0.470588235,4.26,0.1
23/09/2022,4.42,4.44,4.32,4.35,10139830,-0.07,-1.583710407,4.38,0.12
22/09/2022,4.31,4.45,4.29,4.4,12817740,0.09,2.088167053,4.37,0.16
21/09/2022,4.32,4.33,4.31,4.32,11146610,0,0,4.32,0.02
20/09/2022,4.26,4.33,4.25,4.33,10647070,0.07,1.643192488,4.29,0.08
19/09/2022,4.38,4.38,4.25,4.3,11478840,-0.08,-1.826484018,4.315,0.13
16/09/2022,4.31,4.42,4.28,4.42,16480891,0.11,2.552204176,4.35,0.14
15/09/2022,4.2,4.32,4.2,4.3,11326300,0.1,2.380952381,4.26,0.12
14/09/2022,4.17,4.19,4.15,4.17,9202688,0,0,4.17,0.04
13/09/2022,4.18,4.21,4.17,4.2,11957720,0.02,0.4784689,4.19,0.04
12/09/2022,4.15,4.19,4.14,4.19,9180632,0.04,0.963855422,4.165,0.05
09/09/2022,4.2,4.2,4.15,4.15,8718629,-0.05,-1.19047619,4.175,0.05
08/09/2022,4.18,4.22,4.17,4.17,13849320,-0.01,-0.23923445,4.195,0.05
07/09/2022,4.22,4.22,4.16,4.16,11633340,-0.06,-1.421800948,4.19,0.06
06/09/2022,4.36,4.37,4.22,4.22,15090520,-0.14,-3.211009174,4.295,0.15
05/09/2022,4.38,4.4,4.32,4.32,9472114,-0.06,-1.369863014,4.36,0.08
02/09/2022,4.37,4.42,4.36,4.39,9184820,0.02,0.457665904,4.39,0.06
01/09/2022,4.47,4.48,4.33,4.35,11797560,-0.12,-2.684563758,4.405,0.15
31/08/2022,4.49,4.54,4.44,4.44,18013600,-0.05,-1.113585746,4.49,0.1
30/08/2022,4.59,4.59,4.49,4.49,13045870,-0.1,-2.178649237,4.54,0.1
29/08/2022,4.64,4.64,4.56,4.57,10986120,-0.07,-1.50862069,4.6,0.08
26/08/2022,4.65,4.7,4.64,4.69,11824680,0.04,0.860215054,4.67,0.06
25/08/2022,4.69,4.7,4.62,4.63,8336621,-0.06,-1.279317697,4.66,0.08
24/08/2022,4.6,4.69,4.57,4.69,8879938,0.09,1.956521739,4.63,0.12
23/08/2022,4.57,4.62,4.56,4.62,8476892,0.05,1.094091904,4.59,0.06
22/08/2022,4.6,4.62,4.57,4.57,8246883,-0.03,-0.652173913,4.595,0.05
19/08/2022,4.57,4.64,4.57,4.61,8648289,0.04,0.875273523,4.605,0.07
18/08/2022,4.68,4.71,4.57,4.57,10179170,-0.11,-2.35042735,4.64,0.14
17/08/2022,4.6,4.67,4.6,4.67,8880163,0.07,1.52173913,4.635,0.07
