Date,Open,High,Low,Close,Volume,Price_Change,Percentage_Change,Average_Price,Range
15/03/2024,3.6,3.64,3.59,3.64,11451320,0.04,1.111111111,3.615,0.05
14/03/2024,3.57,3.62,3.56,3.6,9104103,0.03,0.840336134,3.59,0.06
13/03/2024,3.59,3.61,3.57,3.57,6367462,-0.02,-0.557103064,3.59,0.04
12/03/2024,3.56,3.62,3.56,3.58,7631692,0.02,0.561797753,3.59,0.06
11/03/2024,3.58,3.58,3.55,3.56,7241810,-0.02,-0.558659218,3.565,0.03
08/03/2024,3.55,3.58,3.54,3.58,6722933,0.03,0.845070423,3.56,0.04
07/03/2024,3.54,3.57,3.52,3.57,6718386,0.03,0.847457627,3.545,0.05
06/03/2024,3.58,3.58,3.53,3.55,10553020,-0.03,-0.837988827,3.555,0.05
05/03/2024,3.64,3.65,3.58,3.58,6615511,-0.06,-1.648351648,3.615,0.07
04/03/2024,3.61,3.65,3.6,3.64,7998425,0.03,0.831024931,3.625,0.05
01/03/2024,3.52,3.6,3.51,3.6,10205350,0.08,2.272727273,3.555,0.09
29/02/2024,3.51,3.54,3.46,3.5,18285240,-0.01,-0.284900285,3.5,0.08
28/02/2024,3.57,3.57,3.48,3.5,12957370,-0.07,-1.960784314,3.525,0.09
27/02/2024,3.66,3.66,3.56,3.57,10598310,-0.09,-2.459016393,3.61,0.1
26/02/2024,3.64,3.66,3.6,3.66,6352434,0.02,0.549450549,3.63,0.06
23/02/2024,3.66,3.68,3.62,3.64,5730416,-0.02,-0.546448087,3.65,0.06
22/02/2024,3.72,3.74,3.66,3.67,8602670,-0.05,-1.344086022,3.7,0.08
21/02/2024,3.72,3.73,3.69,3.72,7137065,0,0,3.71,0.04
20/02/2024,3.7,3.71,3.68,3.71,7404093,0.01,0.27027027,3.695,0.03
19/02/2024,3.73,3.74,3.67,3.7,6868926,-0.03,-0.804289544,3.705,0.07
16/02/2024,3.69,3.73,3.68,3.73,6913495,0.04,1.08401084,3.705,0.05
15/02/2024,3.7,3.71,3.65,3.7,5271602,0,0,3.68,0.06
14/02/2024,3.7,3.73,3.69,3.71,9297154,0.01,0.27027027,3.71,0.04
13/02/2024,3.68,3.72,3.67,3.7,6522472,0.02,0.543478261,3.695,0.05
12/02/2024,3.68,3.7,3.65,3.66,4712432,-0.02,-0.543478261,3.675,0.05
09/02/2024,3.73,3.73,3.66,3.67,11835740,-0.06,-1.608579088,3.695,0.07
08/02/2024,3.61,3.73,3.61,3.7,13047720,0.09,2.493074792,3.67,0.12
07/02/2024,3.58,3.62,3.56,3.6,6535571,0.02,0.558659218,3.59,0.06
06/02/2024,3.56,3.57,3.51,3.57,5394916,0.01,0.280898876,3.54,0.06
05/02/2024,3.56,3.6,3.53,3.55,6140101,-0.01,-0.280898876,3.565,0.07
02/02/2024,3.57,3.58,3.52,3.57,4843969,0,0,3.55,0.06
01/02/2024,3.56,3.57,3.48,3.57,8987664,0.01,0.280898876,3.525,0.09
31/01/2024,3.59,3.59,3.55,3.55,6901566,-0.04,-1.114206128,3.57,0.04
30/01/2024,3.57,3.6,3.54,3.54,6572505,-0.03,-0.840336134,3.57,0.06
29/01/2024,3.59,3.59,3.54,3.56,6219868,-0.03,-0.835654596,3.565,0.05
26/01/2024,3.58,3.6,3.55,3.58,6386040,0,0,3.575,0.05
25/01/2024,3.56,3.6,3.56,3.56,6617780,0,0,3.58,0.04
24/01/2024,3.58,3.6,3.52,3.54,7119717,-0.04,-1.117318436,3.56,0.08
23/01/2024,3.61,3.62,3.57,3.58,6119418,-0.03,-0.831024931,3.595,0.05
22/01/2024,3.58,3.61,3.57,3.61,5718602,0.03,0.837988827,3.59,0.04
19/01/2024,3.57,3.59,3.55,3.57,8292581,0,0,3.57,0.04
18/01/2024,3.61,3.61,3.58,3.58,7243517,-0.03,-0.831024931,3.595,0.03
17/01/2024,3.58,3.64,3.58,3.63,8719513,0.05,1.396648045,3.61,0.06
16/01/2024,3.63,3.66,3.56,3.64,11075040,0.01,0.275482094,3.61,0.1
15/01/2024,3.65,3.66,3.62,3.63,6634972,-0.02,-0.547945205,3.64,0.04
12/01/2024,3.68,3.68,3.64,3.67,7237038,-0.01,-0.27173913,3.66,0.04
11/01/2024,3.67,3.7,3.65,3.68,57495609,0.01,0.272479564,3.675,0.05
10/01/2024,3.69,3.7,3.65,3.65,7094264,-0.04,-1.08401084,3.675,0.05
09/01/2024,3.66,3.7,3.65,3.69,9052638,0.03,0.819672131,3.675,0.05
08/01/2024,3.68,3.7,3.65,3.65,8867084,-0.03,-0.815217391,3.675,0.05
05/01/2024,3.65,3.69,3.63,3.67,5782107,0.02,0.547945205,3.66,0.06
04/01/2024,3.68,3.68,3.66,3.66,6149252,-0.02,-0.543478261,3.67,0.02
03/01/2024,3.73,3.73,3.68,3.68,7961082,-0.05,-1.340482574,3.705,0.05
02/01/2024,3.71,3.74,3.7,3.72,7716472,0.01,0.269541779,3.72,0.04
29/12/2023,3.66,3.72,3.63,3.7,6436283,0.04,1.092896175,3.675,0.09
28/12/2023,3.61,3.67,3.59,3.63,7058162,0.02,0.55401662,3.63,0.08
27/12/2023,3.62,3.63,3.58,3.61,6645593,-0.01,-0.276243094,3.605,0.05
26/12/2023,3.6,3.62,3.58,3.62,4751165,0.02,0.555555556,3.6,0.04
25/12/2023,3.63,3.63,3.6,3.62,4881369,-0.01,-0.275482094,3.615,0.03
22/12/2023,3.57,3.64,3.55,3.64,5268769,0.07,1.960784314,3.595,0.09
21/12/2023,3.59,3.59,3.53,3.57,5229469,-0.02,-0.557103064,3.56,0.06
20/12/2023,3.62,3.65,3.59,3.59,6329874,-0.03,-0.828729282,3.62,0.06
19/12/2023,3.6,3.64,3.56,3.62,5648547,0.02,0.555555556,3.6,0.08
18/12/2023,3.63,3.63,3.59,3.59,3811886,-0.04,-1.101928375,3.61,0.04
15/12/2023,3.6,3.63,3.59,3.63,8893589,0.03,0.833333333,3.61,0.04
14/12/2023,3.6,3.66,3.58,3.6,7636136,0,0,3.62,0.08
13/12/2023,3.65,3.65,3.59,3.59,18203971,-0.06,-1.643835616,3.62,0.06
12/12/2023,3.68,3.68,3.62,3.63,6072814,-0.05,-1.358695652,3.65,0.06
11/12/2023,3.68,3.68,3.62,3.68,6058957,0,0,3.65,0.06
08/12/2023,3.72,3.74,3.66,3.69,7055779,-0.03,-0.806451613,3.7,0.08
07/12/2023,3.7,3.75,3.66,3.75,5524282,0.05,1.351351351,3.705,0.09
06/12/2023,3.76,3.76,3.7,3.75,5298292,-0.01,-0.265957447,3.73,0.06
05/12/2023,3.77,3.79,3.71,3.79,6421721,0.02,0.530503979,3.75,0.08
01/12/2023,3.79,3.79,3.73,3.78,4735993,-0.01,-0.263852243,3.76,0.06
30/11/2023,3.77,3.82,3.74,3.8,13839500,0.03,0.795755968,3.78,0.08
29/11/2023,3.7,3.77,3.69,3.77,7261298,0.07,1.891891892,3.73,0.08
28/11/2023,3.59,3.78,3.59,3.7,10989230,0.11,3.064066852,3.685,0.19
27/11/2023,3.66,3.66,3.58,3.62,7560239,-0.04,-1.092896175,3.62,0.08
24/11/2023,3.63,3.67,3.61,3.66,7416374,0.03,0.826446281,3.64,0.06
23/11/2023,3.6,3.66,3.53,3.63,9558786,0.03,0.833333333,3.595,0.13
22/11/2023,3.65,3.66,3.59,3.63,5084411,-0.02,-0.547945205,3.625,0.07
21/11/2023,3.67,3.71,3.62,3.64,7237917,-0.03,-0.817438692,3.665,0.09
20/11/2023,3.62,3.68,3.58,3.68,6718110,0.06,1.657458564,3.63,0.1
17/11/2023,3.71,3.71,3.6,3.61,7732040,-0.1,-2.69541779,3.655,0.11
16/11/2023,3.71,3.73,3.68,3.71,10974830,0,0,3.705,0.05
15/11/2023,3.68,3.75,3.68,3.72,9865143,0.04,1.086956522,3.715,0.07
14/11/2023,3.69,3.7,3.67,3.68,5538012,-0.01,-0.27100271,3.685,0.03
13/11/2023,3.62,3.68,3.61,3.68,7600340,0.06,1.657458564,3.645,0.07
10/11/2023,3.48,3.66,3.48,3.63,10163940,0.15,4.310344828,3.57,0.18
09/11/2023,3.53,3.6,3.46,3.46,7658271,-0.07,-1.983002833,3.53,0.14
08/11/2023,3.63,3.65,3.51,3.52,6966366,-0.11,-3.03030303,3.58,0.14
07/11/2023,3.59,3.64,3.57,3.64,6596135,0.05,1.39275766,3.605,0.07
06/11/2023,3.6,3.71,3.57,3.59,6352158,-0.01,-0.277777778,3.64,0.14
03/11/2023,3.61,3.61,3.54,3.59,6317561,-0.02,-0.55401662,3.575,0.07
02/11/2023,3.37,3.61,3.37,3.6,19495949,0.23,6.824925816,3.49,0.24
01/11/2023,3.35,3.38,3.34,3.36,10609510,0.01,0.298507463,3.36,0.04
31/10/2023,3.37,3.4,3.34,3.36,8284481,-0.01,-0.296735905,3.37,0.06
30/10/2023,3.37,3.5,3.35,3.36,10146330,-0.01,-0.296735905,3.425,0.15
27/10/2023,3.38,3.38,3.3,3.34,6087425,-0.04,-1.183431953,3.34,0.08
26/10/2023,3.45,3.45,3.34,3.36,6414121,-0.09,-2.608695652,3.395,0.11
25/10/2023,3.33,3.51,3.33,3.42,9579464,0.09,2.702702703,3.42,0.18
24/10/2023,3.37,3.38,3.29,3.32,7333921,-0.05,-1.483679525,3.335,0.09
23/10/2023,3.35,3.39,3.26,3.35,6061319,0,0,3.325,0.13
20/10/2023,3.48,3.48,3.24,3.36,19373881,-0.12,-3.448275862,3.36,0.24
19/10/2023,3.56,3.56,3.41,3.44,8901781,-0.12,-3.370786517,3.485,0.15
18/10/2023,3.55,3.55,3.48,3.53,7686724,-0.02,-0.563380282,3.515,0.07
17/10/2023,3.47,3.56,3.47,3.54,6732391,0.07,2.017291066,3.515,0.09
16/10/2023,3.53,3.56,3.44,3.5,10555700,-0.03,-0.849858357,3.5,0.12
13/10/2023,3.64,3.65,3.46,3.52,14333040,-0.12,-3.296703297,3.555,0.19
12/10/2023,3.59,3.67,3.58,3.62,7967049,0.03,0.835654596,3.625,0.09
11/10/2023,3.51,3.63,3.45,3.57,23165180,0.06,1.709401709,3.54,0.18
10/10/2023,3.54,3.55,3.43,3.45,12753130,-0.09,-2.542372881,3.49,0.12
09/10/2023,3.65,3.65,3.51,3.51,7509846,-0.14,-3.835616438,3.58,0.14
06/10/2023,3.66,3.68,3.65,3.65,4346976,-0.01,-0.273224044,3.665,0.03
05/10/2023,3.68,3.69,3.66,3.66,2967278,-0.02,-0.543478261,3.675,0.03
04/10/2023,3.7,3.71,3.65,3.67,7144181,-0.03,-0.810810811,3.68,0.06
03/10/2023,3.78,3.81,3.78,3.79,9976243,0.01,0.264550265,3.795,0.03
02/10/2023,3.77,3.79,3.76,3.77,4835891,0,0,3.775,0.03
28/09/2023,3.81,3.81,3.75,3.75,9419565,-0.06,-1.57480315,3.78,0.06
27/09/2023,3.81,3.82,3.79,3.8,3892727,-0.01,-0.262467192,3.805,0.03
26/09/2023,3.83,3.83,3.78,3.78,11007780,-0.05,-1.305483029,3.805,0.05
25/09/2023,3.79,3.81,3.77,3.8,5389699,0.01,0.263852243,3.79,0.04
22/09/2023,3.8,3.81,3.77,3.78,6059383,-0.02,-0.526315789,3.79,0.04
21/09/2023,3.81,3.82,3.78,3.8,7676173,-0.01,-0.262467192,3.8,0.04
20/09/2023,3.79,3.83,3.79,3.79,6643123,0,0,3.81,0.04
19/09/2023,3.8,3.8,3.78,3.8,3253242,0,0,3.79,0.02
18/09/2023,3.8,3.8,3.77,3.77,3284124,-0.03,-0.789473684,3.785,0.03
15/09/2023,3.75,3.8,3.75,3.8,8387248,0.05,1.333333333,3.775,0.05
14/09/2023,3.78,3.79,3.74,3.77,4540436,-0.01,-0.264550265,3.765,0.05
13/09/2023,3.76,3.78,3.74,3.78,5695459,0.02,0.531914894,3.76,0.04
12/09/2023,3.74,3.77,3.74,3.76,5584902,0.02,0.534759358,3.755,0.03
11/09/2023,3.71,3.75,3.69,3.74,4003293,0.03,0.808625337,3.72,0.06
08/09/2023,3.71,3.74,3.7,3.71,4517644,0,0,3.72,0.04
07/09/2023,3.78,3.79,3.7,3.71,7778094,-0.07,-1.851851852,3.745,0.09
06/09/2023,3.83,3.83,3.78,3.78,4611066,-0.05,-1.305483029,3.805,0.05
05/09/2023,3.83,3.83,3.78,3.83,5421024,0,0,3.805,0.05
04/09/2023,3.81,3.83,3.8,3.82,4754941,0.01,0.262467192,3.815,0.03
01/09/2023,3.83,3.85,3.81,3.81,4254584,-0.02,-0.522193211,3.83,0.04
31/08/2023,3.88,3.88,3.81,3.81,11089480,-0.07,-1.804123711,3.845,0.07
30/08/2023,3.86,3.9,3.85,3.88,4825758,0.02,0.518134715,3.875,0.05
29/08/2023,3.83,3.87,3.83,3.87,5007941,0.04,1.044386423,3.85,0.04
28/08/2023,3.84,3.88,3.83,3.83,5374475,-0.01,-0.260416667,3.855,0.05
25/08/2023,3.86,3.86,3.81,3.82,5788280,-0.04,-1.03626943,3.835,0.05
24/08/2023,3.85,3.86,3.83,3.84,5270063,-0.01,-0.25974026,3.845,0.03
23/08/2023,3.86,3.87,3.83,3.84,5201597,-0.02,-0.518134715,3.85,0.04
22/08/2023,3.86,3.87,3.78,3.85,7561909,-0.01,-0.259067358,3.825,0.09
21/08/2023,3.88,3.89,3.85,3.85,6388204,-0.03,-0.773195876,3.87,0.04
18/08/2023,3.89,3.91,3.87,3.87,5693472,-0.02,-0.514138817,3.89,0.04
17/08/2023,3.91,3.91,3.88,3.88,4816610,-0.03,-0.767263427,3.895,0.03
16/08/2023,3.93,3.94,3.88,3.89,6739337,-0.04,-1.017811705,3.91,0.06
15/08/2023,3.9,3.94,3.9,3.92,6111083,0.02,0.512820513,3.92,0.04
14/08/2023,3.93,3.95,3.86,3.87,5956699,-0.06,-1.526717557,3.905,0.09
11/08/2023,3.9,3.96,3.9,3.93,6259777,0.03,0.769230769,3.93,0.06
10/08/2023,3.88,3.91,3.87,3.9,7316946,0.02,0.515463918,3.89,0.04
09/08/2023,3.88,3.92,3.87,3.88,5726516,0,0,3.895,0.05
08/08/2023,3.92,3.92,3.86,3.86,8907709,-0.06,-1.530612245,3.89,0.06
07/08/2023,3.9,3.92,3.87,3.91,5749523,0.01,0.256410256,3.895,0.05
04/08/2023,3.91,3.93,3.9,3.9,4791735,-0.01,-0.255754476,3.915,0.03
03/08/2023,3.94,3.95,3.9,3.9,7951805,-0.04,-1.015228426,3.925,0.05
02/08/2023,3.94,3.98,3.93,3.94,6245861,0,0,3.955,0.05
01/08/2023,3.92,3.94,3.91,3.94,5042083,0.02,0.510204082,3.925,0.03
31/07/2023,3.94,3.94,3.9,3.9,9603907,-0.04,-1.015228426,3.92,0.04
28/07/2023,3.93,3.96,3.92,3.93,5440494,0,0,3.94,0.04
27/07/2023,3.98,3.98,3.93,3.93,5075361,-0.05,-1.256281407,3.955,0.05
26/07/2023,3.99,3.99,3.95,3.97,5912545,-0.02,-0.501253133,3.97,0.04
25/07/2023,4,4.02,3.96,3.96,8141340,-0.04,-1,3.99,0.06
24/07/2023,3.96,4,3.96,4,5422818,0.04,1.01010101,3.98,0.04
20/07/2023,4,4,3.93,3.97,6158903,-0.03,-0.75,3.965,0.07
19/07/2023,4.02,4.04,3.96,3.97,6245491,-0.05,-1.243781095,4,0.08
18/07/2023,4.03,4.03,4,4.02,4222546,-0.01,-0.248138958,4.015,0.03
17/07/2023,4.03,4.05,3.99,4,5266150,-0.03,-0.744416873,4.02,0.06
14/07/2023,4.01,4.04,4.01,4.04,5369049,0.03,0.748129676,4.025,0.03
13/07/2023,4.04,4.04,3.99,4.01,5741383,-0.03,-0.742574257,4.015,0.05
12/07/2023,3.99,4.06,3.98,4,9918972,0.01,0.250626566,4.02,0.08
11/07/2023,3.98,4.04,3.97,3.99,8075742,0.01,0.251256281,4.005,0.07
10/07/2023,3.96,3.98,3.96,3.98,5641488,0.02,0.505050505,3.97,0.02
07/07/2023,3.98,4,3.96,3.96,4148854,-0.02,-0.502512563,3.98,0.04
06/07/2023,3.96,4,3.95,3.97,8989315,0.01,0.252525253,3.975,0.05
05/07/2023,3.92,3.97,3.9,3.96,9324972,0.04,1.020408163,3.935,0.07
04/07/2023,3.9,3.92,3.89,3.89,7563678,-0.01,-0.256410256,3.905,0.03
03/07/2023,3.94,3.94,3.89,3.89,10342140,-0.05,-1.269035533,3.915,0.05
26/06/2023,3.97,3.97,3.9,3.9,8280582,-0.07,-1.763224181,3.935,0.07
23/06/2023,3.97,3.98,3.94,3.95,4227081,-0.02,-0.503778338,3.96,0.04
22/06/2023,3.96,3.96,3.94,3.96,3528413,0,0,3.95,0.02
21/06/2023,3.98,3.98,3.94,3.96,5085532,-0.02,-0.502512563,3.96,0.04
20/06/2023,3.96,3.98,3.95,3.98,5671683,0.02,0.505050505,3.965,0.03
19/06/2023,3.97,3.98,3.93,3.98,4134327,0.01,0.251889169,3.955,0.05
16/06/2023,4,4,3.92,3.98,14114170,-0.02,-0.5,3.96,0.08
15/06/2023,4.03,4.03,3.96,3.96,7079402,-0.07,-1.736972705,3.995,0.07
14/06/2023,4.04,4.08,3.98,3.99,10370840,-0.05,-1.237623762,4.03,0.1
13/06/2023,4.1,4.1,4.03,4.03,6012810,-0.07,-1.707317073,4.065,0.07
12/06/2023,4.15,4.15,4.08,4.1,3705811,-0.05,-1.204819277,4.115,0.07
09/06/2023,4.18,4.18,4.11,4.11,4227898,-0.07,-1.674641148,4.145,0.07
08/06/2023,4.17,4.2,4.08,4.2,27385311,0.03,0.71942446,4.14,0.12
07/06/2023,4.08,4.14,4.08,4.14,4069223,0.06,1.470588235,4.11,0.06
06/06/2023,4.06,4.12,4.06,4.08,4628226,0.02,0.492610837,4.09,0.06
05/06/2023,4.08,4.1,4.05,4.08,6206924,0,0,4.075,0.05
02/06/2023,4.08,4.13,4.01,4.13,6485556,0.05,1.225490196,4.07,0.12
01/06/2023,4.16,4.17,4.08,4.08,6614446,-0.08,-1.923076923,4.125,0.09
31/05/2023,4.02,4.17,4.02,4.14,19477730,0.12,2.985074627,4.095,0.15
30/05/2023,3.88,4.02,3.86,4.02,6482459,0.14,3.608247423,3.94,0.16
29/05/2023,3.99,3.99,3.84,3.86,4091060,-0.13,-3.258145363,3.915,0.15
26/05/2023,3.95,4,3.93,3.93,7396769,-0.02,-0.506329114,3.965,0.07
25/05/2023,4.01,4.03,3.94,3.94,7355455,-0.07,-1.74563591,3.985,0.09
24/05/2023,4.11,4.14,4,4,6372598,-0.11,-2.676399027,4.07,0.14
23/05/2023,4.16,4.16,4.09,4.12,4512740,-0.04,-0.961538462,4.125,0.07
22/05/2023,4.15,4.17,4.1,4.16,4223226,0.01,0.240963855,4.135,0.07
19/05/2023,4.1,4.15,4.08,4.12,4337863,0.02,0.487804878,4.115,0.07
18/05/2023,4.15,4.17,4.09,4.09,8707813,-0.06,-1.445783133,4.13,0.08
17/05/2023,4.21,4.21,4.15,4.15,4274867,-0.06,-1.425178147,4.18,0.06
16/05/2023,4.28,4.28,4.14,4.16,6902764,-0.12,-2.803738318,4.21,0.14
15/05/2023,4.34,4.34,4.16,4.21,5044998,-0.13,-2.995391705,4.25,0.18
12/05/2023,4.33,4.35,4.3,4.3,4954491,-0.03,-0.692840647,4.325,0.05
11/05/2023,4.36,4.38,4.32,4.37,4705605,0.01,0.229357798,4.35,0.06
10/05/2023,4.28,4.39,4.27,4.39,11852550,0.11,2.570093458,4.33,0.12
09/05/2023,4.37,4.4,4.26,4.26,8977711,-0.11,-2.517162471,4.33,0.14
08/05/2023,4.42,4.43,4.34,4.34,5793382,-0.08,-1.809954751,4.385,0.09
05/05/2023,4.43,4.43,4.38,4.41,5195880,-0.02,-0.451467269,4.405,0.05
04/05/2023,4.4,4.43,4.33,4.43,9393238,0.03,0.681818182,4.38,0.1
03/05/2023,4.41,4.41,4.38,4.4,9685217,-0.01,-0.22675737,4.395,0.03
02/05/2023,4.4,4.42,4.38,4.41,5946200,0.01,0.227272727,4.4,0.04
01/05/2023,4.37,4.48,4.35,4.4,7501304,0.03,0.686498856,4.415,0.13
28/04/2023,4.34,4.39,4.32,4.39,9452703,0.05,1.152073733,4.355,0.07
27/04/2023,4.32,4.35,4.3,4.33,7592114,0.01,0.231481481,4.325,0.05
26/04/2023,4.36,4.37,4.31,4.31,9579947,-0.05,-1.146788991,4.34,0.06
25/04/2023,4.36,4.39,4.33,4.36,10414750,0,0,4.36,0.06
24/04/2023,4.31,4.36,4.29,4.36,7816877,0.05,1.160092807,4.325,0.07
19/04/2023,4.36,4.36,4.3,4.31,8898205,-0.05,-1.146788991,4.33,0.06
18/04/2023,4.36,4.38,4.32,4.38,11222030,0.02,0.458715596,4.35,0.06
17/04/2023,4.35,4.38,4.29,4.38,8634923,0.03,0.689655172,4.335,0.09
14/04/2023,4.33,4.4,4.32,4.38,9282946,0.05,1.154734411,4.36,0.08
13/04/2023,4.35,4.4,4.26,4.33,10964180,-0.02,-0.459770115,4.33,0.14
12/04/2023,4.21,4.31,4.21,4.31,10340510,0.1,2.375296912,4.26,0.1
11/04/2023,4.25,4.25,4.2,4.2,10839340,-0.05,-1.176470588,4.225,0.05
10/04/2023,4.24,4.27,4.22,4.23,7911316,-0.01,-0.235849057,4.245,0.05
07/04/2023,4.26,4.26,4.21,4.24,11276540,-0.02,-0.469483568,4.235,0.05
06/04/2023,4.26,4.26,4.21,4.22,7624796,-0.04,-0.938967136,4.235,0.05
05/04/2023,4.29,4.29,4.21,4.23,8131169,-0.06,-1.398601399,4.25,0.08
04/04/2023,4.28,4.28,4.25,4.27,10974830,-0.01,-0.23364486,4.265,0.03
03/04/2023,4.22,4.28,4.19,4.28,11041490,0.06,1.421800948,4.235,0.09
31/03/2023,4.22,4.23,4.18,4.18,10669630,-0.04,-0.947867299,4.205,0.05
30/03/2023,4.22,4.23,4.2,4.22,7812968,0,0,4.215,0.03
29/03/2023,4.22,4.25,4.21,4.21,7347547,-0.01,-0.236966825,4.23,0.04
28/03/2023,4.2,4.22,4.16,4.22,10494020,0.02,0.476190476,4.19,0.06
27/03/2023,4.2,4.23,4.15,4.15,9122712,-0.05,-1.19047619,4.19,0.08
24/03/2023,4.2,4.24,4.18,4.18,10235220,-0.02,-0.476190476,4.21,0.06
23/03/2023,4.31,4.34,4.31,4.34,9235303,0.03,0.696055684,4.325,0.03
22/03/2023,4.28,4.34,4.27,4.32,11099550,0.04,0.934579439,4.305,0.07
21/03/2023,4.21,4.29,4.21,4.27,12287920,0.06,1.425178147,4.25,0.08
20/03/2023,4.19,4.3,4.18,4.3,10339310,0.11,2.625298329,4.24,0.12
17/03/2023,4.14,4.21,4.14,4.21,15960830,0.07,1.690821256,4.175,0.07
16/03/2023,4.14,4.19,4.11,4.17,9921222,0.03,0.724637681,4.15,0.08
15/03/2023,4.24,4.24,4.11,4.12,13180900,-0.12,-2.830188679,4.175,0.13
14/03/2023,4.27,4.28,4.2,4.21,14075520,-0.06,-1.405152225,4.24,0.08
13/03/2023,4.31,4.32,4.26,4.32,10228510,0.01,0.232018561,4.29,0.06
10/03/2023,4.28,4.3,4.24,4.3,8467490,0.02,0.46728972,4.27,0.06
09/03/2023,4.26,4.3,4.23,4.23,8534826,-0.03,-0.704225352,4.265,0.07
08/03/2023,4.3,4.31,4.21,4.22,9404809,-0.08,-1.860465116,4.26,0.1
07/03/2023,4.3,4.37,4.27,4.27,9691554,-0.03,-0.697674419,4.32,0.1
06/03/2023,4.28,4.31,4.27,4.3,10118660,0.02,0.46728972,4.29,0.04
03/03/2023,4.3,4.3,4.24,4.25,8690720,-0.05,-1.162790698,4.27,0.06
02/03/2023,4.3,4.34,4.26,4.26,10128860,-0.04,-0.930232558,4.3,0.08
01/03/2023,4.34,4.34,4.27,4.28,11004170,-0.06,-1.382488479,4.305,0.07
28/02/2023,4.38,4.38,4.29,4.32,16639420,-0.06,-1.369863014,4.335,0.09
27/02/2023,4.25,4.38,4.25,4.3,13953480,0.05,1.176470588,4.315,0.13
24/02/2023,4.25,4.27,4.21,4.25,10828350,0,0,4.24,0.06
23/02/2023,4.31,4.34,4.25,4.25,10580350,-0.06,-1.392111369,4.295,0.09
22/02/2023,4.31,4.37,4.3,4.32,9216817,0.01,0.232018561,4.335,0.07
21/02/2023,4.34,4.34,4.3,4.32,5606000,-0.02,-0.460829493,4.32,0.04
20/02/2023,4.41,4.41,4.32,4.32,5436612,-0.09,-2.040816327,4.365,0.09
17/02/2023,4.42,4.42,4.33,4.39,6853513,-0.03,-0.678733032,4.375,0.09
16/02/2023,4.45,4.46,4.38,4.38,10780900,-0.07,-1.573033708,4.42,0.08
15/02/2023,4.46,4.46,4.41,4.46,10832590,0,0,4.435,0.05
14/02/2023,4.49,4.49,4.45,4.46,10104710,-0.03,-0.668151448,4.47,0.04
13/02/2023,4.47,4.49,4.44,4.46,10291970,-0.01,-0.223713647,4.465,0.05
10/02/2023,4.43,4.46,4.4,4.46,8265452,0.03,0.677200903,4.43,0.06
09/02/2023,4.41,4.44,4.32,4.44,17646580,0.03,0.680272109,4.38,0.12
08/02/2023,4.41,4.45,4.41,4.44,8431316,0.03,0.680272109,4.43,0.04
07/02/2023,4.42,4.46,4.41,4.41,10439930,-0.01,-0.226244344,4.435,0.05
06/02/2023,4.46,4.46,4.39,4.46,10265790,0,0,4.425,0.07
03/02/2023,4.46,4.46,4.44,4.46,7504909,0,0,4.45,0.02
02/02/2023,4.39,4.47,4.39,4.46,9702538,0.07,1.59453303,4.43,0.08
01/02/2023,4.38,4.43,4.35,4.39,9027123,0.01,0.228310502,4.39,0.08
31/01/2023,4.5,4.5,4.37,4.4,17984279,-0.1,-2.222222222,4.435,0.13
30/01/2023,4.47,4.5,4.32,4.5,12367330,0.03,0.67114094,4.41,0.18
27/01/2023,4.49,4.5,4.42,4.46,7979523,-0.03,-0.668151448,4.46,0.08
26/01/2023,4.51,4.54,4.45,4.45,8603023,-0.06,-1.33037694,4.495,0.09
25/01/2023,4.5,4.53,4.45,4.5,8498876,0,0,4.49,0.08
24/01/2023,4.49,4.53,4.44,4.49,9762965,0,0,4.485,0.09
23/01/2023,4.54,4.54,4.42,4.49,7846312,-0.05,-1.101321586,4.48,0.12
20/01/2023,4.52,4.54,4.48,4.53,9050550,0.01,0.221238938,4.51,0.06
19/01/2023,4.48,4.54,4.48,4.5,9485715,0.02,0.446428571,4.51,0.06
18/01/2023,4.45,4.5,4.45,4.5,9690005,0.05,1.123595506,4.475,0.05
17/01/2023,4.45,4.52,4.41,4.46,12623200,0.01,0.224719101,4.465,0.11
16/01/2023,4.45,4.5,4.42,4.5,9780078,0.05,1.123595506,4.46,0.08
13/01/2023,4.39,4.45,4.36,4.44,12165040,0.05,1.138952164,4.405,0.09
12/01/2023,4.48,4.51,4.34,4.36,17632631,-0.12,-2.678571429,4.425,0.17
11/01/2023,4.65,4.66,4.42,4.46,16472500,-0.19,-4.086021505,4.54,0.24
10/01/2023,4.58,4.72,4.56,4.64,11769130,0.06,1.310043668,4.64,0.16
09/01/2023,4.52,4.61,4.48,4.61,10681120,0.09,1.991150442,4.545,0.13
06/01/2023,4.48,4.55,4.46,4.55,8086179,0.07,1.5625,4.505,0.09
05/01/2023,4.56,4.56,4.47,4.47,10414360,-0.09,-1.973684211,4.515,0.09
04/01/2023,4.55,4.59,4.51,4.55,8713899,0,0,4.55,0.08
03/01/2023,4.46,4.57,4.45,4.54,9208881,0.08,1.793721973,4.51,0.12
02/01/2023,4.43,4.46,4.41,4.46,7483817,0.03,0.677200903,4.435,0.05
30/12/2022,4.45,4.45,4.4,4.41,8201208,-0.04,-0.898876404,4.425,0.05
29/12/2022,4.4,4.43,4.4,4.42,8639296,0.02,0.454545455,4.415,0.03
